description,text,rating
"Asesor Precios de Transferencia (Current Employee) - Tijuana, B.C. - November 17, 2019","El trabajo es muy entretenido, se aplican conocimientos clave para realizar las tareas requeridas, sin embargo, el salario no es el optimo para un lic",3.0
"Asistente contable (Current Employee) - Bogotá, Cundinamarca - November 15, 2019","es un lugar donde se puede aprender mucho , estabilidad laboral",4.0
"Analista Fiscal Jr. (Former Employee) - Monterrey, N. L. - November 7, 2019","Es una excelente empresa, con muy buenas prestaciones, realizan eventos para el personal y también con su familia, R.H. realiza dinámicas muy buenas, te mantienen siempre motivado y en cuanto al apoyo al personal super excelente, puedes tener contacto directo con el socio Juan Carlos y es una persona muy buena y comprensiva, en definitiva una muy buena experiencia laboral.",5.0
"Auditing Manager (Current Employee) - Torino, Piemonte - November 6, 2019","Ambiente lavorativo stimolante e flessibile, che consente, attraverso un percorso di crescita professionale, di poter raggiungere traguardi significativi.",4.0
"Asistente Auditoria A (Semi - Sénior) (Current Employee) - Medellín, Badajoz pr - November 3, 2019",Pienso que es una empresa que brinda estabilidad laboral.,5.0
"comptable (Former Employee) - Rouen (76) - October 27, 2019",J'ai travaillé directement chez le client pendant 7 mois,5.0
"Tirocinante (Former Employee) - 10144 Torino - October 27, 2019",Ho svolto principalmente Attività di verifica su fatti gestionali nelle scritture contabili e nella loro corretta rappresentazione in bilancio.Ho imparato a svolgere e attuare le principali tecniche di revisione.,3.0
"Contador Sr. (Former Employee) - Staff - October 17, 2019","Es un muy buen despacho, sin embargo, sus gerentes y supervisores son muy deficientes para explicarte correctamente los procesos.

Sus jornadas laborables son muy pesadas y te solicitan ingreses tiempos como reporte de tiempo que no es real",3.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"Assistente Financeiro (Former Employee) - São Paulo, SP - October 7, 2019",Pessoal excelente e dinâmico um ambiente descontraído,4.0
"Supervisora de Auditoría (Former Employee) - Madrid Centro, Madrid provincia - October 3, 2019","Poco equilibrio de la vida laboral y personal, la dirección de auditoría de Madrid está muy enfocada a la rentabilidad y descuidan a la gente",3.0
"Gerente de Recursos Humanos (Former Employee) - São Paulo, SP - September 29, 2019","Ótimo lugar para trabalhar, parte da minha carreira profissional devo a está empresa, muito aprendizado",5.0
"Pôle administratif (Former Employee) - Lyon (69) - September 25, 2019","Très mauvaise ambiance: flicage, ragots, manque de confiance. La direction qui ne veut pas que les services ""se mélangent"". Demander une journée de congé est un vrai challenge et en plus il faudra se justifier! Soyez prêts à ce qu'on vous la refuse même pendant la période très calme juste pour vous humilier et faire tout en sorte que vous soyez encore plus mal.",1.0
"Analista Contábil Pleno (Former Employee) - São Paulo, SP - September 9, 2019","Companhia muito séria, com grandes profissionais e um ótimo ambiente para trabalhar.",4.0
"Contador jr (Current Employee) - Coyoacán, CDMX - September 3, 2019",Una buena empresa para laborar y deja mucho aprendizaje,5.0
"Supervisor Contable (Former Employee) - Ciudad de México - August 27, 2019","Es una gran firma contable, siempre aprendes algo nuevo y siempre hay expertos para apoyarte.",5.0
"Encargado de Inventarios y Control de Almacenes (Current Employee) - Contabilidad - August 20, 2019","Es una empresa con expectativas de desarrollo profesional y social en el de te reconoce. tus derechos como trabajador y personas, buen ambiente de trabajo",4.0
"Asistente Contable Administrativo (Former Employee) - San Isidro, Lima - August 12, 2019","Llevabamos varias carteras de clientes, por lo que cada uno de ellos tenía sus pro y sus contras, pero hablando sobre mi ex empleadora podría decir que aprendí muchas cosas respecto a mi carrera, profesionalmente hablando, ya que fue el primer lugar de empleo donde me desarrollé luego de egresar. Al area de RRHH le faltó trabajar mas por las necesidades del personal, sin embargo en las actividades que desarrollaron si cumplieron los objetivos.",3.0
"Auditeur Junior (Former Employee) - TUNIS - August 8, 2019","Très bon cabinet, idéal pour jeune diplômé à collaborateur confirmé. Très bonne ambiance au sein de l'équipe.",4.0
"Aux. De Departamento Pessoal (Former Employee) - São Paulo, SP - August 7, 2019",Empresa com ambiente agradável e exelente gestão de pessoas.,3.0
"Asesor Fiscal y Contable (Former Employee) - Málaga provincia - August 3, 2019",Una experiencia satisfactoria. Toma de contacto en el mundo laboral,4.0
"Analista de Recursos Humanos (Former Employee) - Avenida Paulista, SP - July 31, 2019","Sempre gostei da interação entre os departamentos,",5.0
"Supervisor de Auditoria (Former Employee) - São Paulo, SP - July 17, 2019","Em ambiente de trabalho a Grant Thornton é diferente, os Sócios podem ser acessados por diversos colaboradores um ponto muito positivo, mas sempre houve obrigações além da possibilidade diárias do staff. A parte mais difícil é em relação a rotatividade de profissionais.",2.0
"Analista Fiscal (Former Employee) - Curitiba, PR - July 7, 2019",Péssima administração e estrutura para funcionários e clientes.,1.0
"Employé (Former Employee) - IDF - June 28, 2019","Derrière l'environnement coloré (genre start up), les événements genre ""le pull le plus moche de Noël"", il y'a une entreprise implacable où on peut-être à la merci de managers incompétents, aucun remerciement ni gratification pour le travail accompli, énormement de travail, copinage qui fait que l'on juge une personne par rapport à des critères qui n'ont rien à voir avec le travail mais en fonction d'élements parfois ""cour d'école"" (particulièrement vrai dans des secrétariats ou les responsables de pôles secrétariats sont ""en roue libre"" permettant défois l'arbitraire).
Comme l'a dit un un autre commentaire ci-dessous entreprise ""à fuir"".",1.0
"Segretaria amministrativa (Former Employee) - Milano, Lombardia - June 20, 2019",Ambiente lavorativo stimolante flessibile e stabile,5.0
"Auxiliar de auditoria (Former Employee) - ninguno - June 16, 2019",Excelente despacho de contabilidad y auditoria externa,5.0
"Comptable (Current Employee) - Tunis - June 3, 2019","Journée de voyage en équipe inoubliable
L'ambiance générale impeccable",4.0
"Comptable confirmé (Current Employee) - Guipavas (29) - June 1, 2019","bonne ambiance entre les collaborateurs
portefeuille de dossiers trop important pour assurer le suivi adéquat",3.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
